source,year,season,species,size,address,street,latitude,longitude,dbh,condition,status,year_removed,year_pruned,origin,fid_source,is_backup,overhead_wires,notes
Historical (pre-2019),2016,,Dwarf Sugar Maple,,1099 Gay St.,GAY,40.12058,-75.51899,2.0,Good,Alive,,,Native,2356.0,False,,
Historical (pre-2019),2016,,Dwarf Sugar Maple,,297 Griffen St.,GRIFFEN,40.12398,-75.51948,2.0,Good,Alive,,,Native,2351.0,False,,
Historical (pre-2019),2016,,Dwarf Sugar Maple,,141 Main St.,MAIN,40.13159,-75.5152,2.0,Good,Alive,,,Native,2338.0,False,,
Historical (pre-2019),2016,,Dwarf Sugar Maple,,141 Main St.,MAIN,40.13162,-75.51507,2.0,Good,Alive,,,Native,2339.0,False,,
Historical (pre-2019),2016,,Honey Locust,,,Gold St.,40.12996,-75.52084,2.0,Good,Alive,,,Native,2343.0,False,,
Historical (pre-2019),2016,,Honey Locust,,373 Washington,WASHINGTON,40.12946,-75.52074,2.0,Good,Alive,,,Native,2358.0,False,,
Historical (pre-2019),2016,,Ivory Silk Japanese Lilac,,251 Third Ave.,THIRD,40.127271,-75.516113,1.5,Good,Alive,,,Ornamental,2366.0,False,,
Historical (pre-2019),2016,,Linden,,,,40.13198,-75.51803,2.0,Good,Alive,,,Native,2337.0,False,,
Historical (pre-2019),2016,,Lustre,,152 Gay St.,GAY,40.13013,-75.51789,2.0,Good,Alive,,,Native,2342.0,False,,
Historical (pre-2019),2016,,Lustre,,297 Griffen St,GRIFFEN,40.12385,-75.51934,2.0,Good,Alive,,,Native,2334.0,False,,
Historical (pre-2019),2016,,Lustre,,314 Griffen St.,GRIFFEN,40.12438,-75.52093,2.0,Good,Alive,,,Native,2353.0,False,,
Historical (pre-2019),2016,,"Malus, Red Jewel",,,,40.127073,-75.516161,1.5,fair,Alive,,,Ornamental,2367.0,False,,
Historical (pre-2019),2016,,"Malus, Red Jewel",,366 First Ave,FIRST,40.128423,-75.520174,1.5,Good,Alive,,,Ornamental,2365.0,False,,
Historical (pre-2019),2016,,Red Maple,,503 Vanderslice,VANDERSLICE,40.13675,-75.52162,1.5,Good,Alive,,,Native,2360.0,False,,
Historical (pre-2019),2016,,Red Maple,,435 Vanderslice,VANDERSLICE,40.136802,-75.520706,1.5,Good,Alive,,,Native,2364.0,False,,
Historical (pre-2019),2016,,Red Maple,,441 Vanderslice,VANDERSLICE,40.13679,-75.520829,1.5,Good,Alive,,,Native,2363.0,False,,
Historical (pre-2019),2016,,Red Maple,,443 Vanderslice,VANDERSLICE,40.13673,-75.52121,1.5,Good,Alive,,,Native,2362.0,False,,
Historical (pre-2019),2016,,Red Maple,,443 Vanderslice,VANDERSLICE,40.13671,-75.52137,1.5,Good,Alive,,,Native,2361.0,False,,
Historical (pre-2019),2016,,Red Maple,,501 Gay St.,GAY,40.12677,-75.51669,2.0,Good,Alive,,,Native,2348.0,False,,
Historical (pre-2019),2016,,Red Maple,,161 Second Ave.,SECOND,40.12933,-75.5126,2.0,Good,Alive,,,Native,2345.0,False,,
Historical (pre-2019),2016,,Red Maple,,142 Gay St,GAY,40.13786,-75.52039,2.0,Good,Alive,,,Native,2335.0,False,,
Historical (pre-2019),2016,,Swamp White Oak,,Reeves Park,THIRD,40.127858,-75.513238,1.5,fair,Alive,,,Native,2368.0,False,,
Historical (pre-2019),2016,,Yellowwood,,524 Emmett St.,EMMETT,40.1385,-75.52353,1.5,good,Alive,,,Native,2359.0,False,,
Historical (pre-2019),2017,,Canada Red Chokecherry,,270 Morris,Morris,40.124924,-75.519313,2.0,Good,Alive,,,Native,2455.0,False,,
Historical (pre-2019),2017,,Hackberry,,Reeves Park,,40.12793,-75.51393,2.0,Good,Alive,,,Native,2500.0,False,,
Historical (pre-2019),2017,,Honey Locust,,152 Washington Ave.,Washington Ave.,40.1306,-75.51417,2.0,Good,Alive,,,Native,2509.0,False,,
Historical (pre-2019),2017,,Honey Locust,,343 First Ave.,First Ave.,40.1289,-75.51945,2.0,Good,Alive,,,Native,2514.0,False,,
Historical (pre-2019),2017,,Honey Locust,,343 First Ave.,First Ave.,40.12876,-75.51941,2.0,Good,Alive,,,Native,2515.0,False,,
Historical (pre-2019),2017,,Honey Locust,,,,40.125259,-75.515422,2.0,Good,Alive,,,Native,2459.0,False,,
Historical (pre-2019),2017,,London Plane,,Reeves Park,,40.12827,-75.51267,2.0,Good,Alive,,,Native,2498.0,False,,
Historical (pre-2019),2017,,London Plane,,Reeves Park,,40.12826,-75.51281,2.0,Good,Alive,,,Native,2499.0,False,,
Historical (pre-2019),2017,,Paperbark Maple,,135 Main,Main,40.131763,-75.5154,2.0,Good,Alive,,,Native,2461.0,False,,
Historical (pre-2019),2017,,Paperbark Maple,,574 High St,High St,40.13716,-75.52396,2.0,Good,Alive,,,Native,2496.0,False,,
Historical (pre-2019),2017,,Red Maple,,916 Main,Main,40.120214,-75.516153,2.0,Good,Alive,,,Native,2456.0,False,,
Historical (pre-2019),2017,,Red Maple,,,,40.125141,-75.516051,2.0,Good,Alive,,,Native,2457.0,False,,
Historical (pre-2019),2017,,Red Maple,,,,40.125189,-75.515783,2.0,Good,Alive,,,Native,2458.0,False,,
Historical (pre-2019),2017,,Red Maple,,,,40.125288,-75.515275,2.0,Good,Alive,,,Native,2460.0,False,,
Historical (pre-2019),2017,,Red Maple,,916 MAIN ST,MAIN,40.12020913,-75.51613149,2.0,Good,Unknown,2015.0,,Native,2370.0,False,,
Historical (pre-2019),2017,,Red Maple,,220 Gay St,Gay,40.12906,-75.5176,2.0,Good,Alive,,,Native,2497.0,False,,
Historical (pre-2019),2017,,Red Maple,,106 Starr St,Starr St.,40.13318,-75.51227,2.0,Good,Alive,,,Native,2510.0,False,,
Historical (pre-2019),2017,,Red Maple,,601 Columbia Ave.,Columbia Ave.,40.12604,-75.53086,2.0,Good,Alive,,,Native,2511.0,False,,
Historical (pre-2019),2017,,Red Maple,,601 Columbia Ave.,Columbia Ave.,40.12586,-75.53068,2.0,Good,Alive,,,Native,2512.0,False,,
Historical (pre-2019),2017,,Red Maple,,615 Main St.,Main St.,40.12579,-75.51314,2.0,Good,Alive,,,Native,2513.0,False,,
Historical (pre-2019),2017,,Serviceberry,,449 High St,High St,40.13774,-75.52064,2.0,Good,Alive,,,Native,2489.0,False,,
Historical (pre-2019),2017,,Serviceberry,,504 High St,High St,40.13746,-75.52198,2.0,Good,Alive,,,Native,2490.0,False,,
Historical (pre-2019),2017,,Serviceberry,,504 High St,High St,40.13745,-75.52209,2.0,Good,Alive,,,Native,2491.0,False,,
Historical (pre-2019),2017,,Serviceberry,,516 High St,High St,40.13742,-75.52241,2.0,Good,Alive,,,Native,2492.0,False,,
Historical (pre-2019),2017,,Serviceberry,,536 High St,High St,40.13732,-75.52291,2.0,Good,Alive,,,Native,2493.0,False,,
Historical (pre-2019),2017,,Serviceberry,,550 High St,High St,40.13727,-75.52324,2.0,Good,Alive,,,Native,2494.0,False,,
Historical (pre-2019),2017,,Serviceberry,,574 High St,High St,40.13721,-75.52393,2.0,Good,Alive,,,Native,2495.0,False,,
Historical (pre-2019),2017,,Serviceberry,,334 Hall St,Hall St,40.13157,-75.51993,2.0,Good,Alive,,,Native,2501.0,False,,
Historical (pre-2019),2017,,Serviceberry,,334 Hall St,Hall St,40.1315,-75.51991,2.0,Good,Alive,,,Native,2502.0,False,,
Historical (pre-2019),2017,,Serviceberry,,300 Fairview,Fairview,40.1385,-75.52202,2.0,Good,Alive,,,Native,2503.0,False,,
Historical (pre-2019),2017,,Serviceberry,,300 Fairview,Fairview,40.13837,-75.522,2.0,Good,Alive,,,Native,2504.0,False,,
Historical (pre-2019),2017,,Serviceberry,,163 Main St,Main St,40.13055,-75.51491,2.0,Good,Alive,,,Native,2505.0,False,,
Historical (pre-2019),2017,,Serviceberry,,163 Main St,Main St,40.13059,-75.51472,2.0,Good,Alive,,,Native,2506.0,False,,
Historical (pre-2019),2017,,Serviceberry,,157 Washington Ave.,Washington Ave.,40.13062,-75.51453,2.0,Good,Alive,,,Native,2507.0,False,,
Historical (pre-2019),2017,,Serviceberry,,155 Washington Ave.,Washington Ave.,40.13065,-75.51437,2.0,Good,Alive,,,Native,2508.0,False,,
Historical (pre-2019),2017,,Silver Maple,,Reeves Park,,40.12864,-75.51123,2.0,Good,Alive,,,Native,2486.0,False,,
Historical (pre-2019),2017,,Silver Maple,,Joe Rowan Park,St Marys St,40.13818,-75.52043,2.0,Good,Alive,,,Native,2487.0,False,,
Historical (pre-2019),2018,,American Elm,,397 City Line Ave.,City Line Ave.,40.12118,-75.52099,2.0,Good,Alive,,,Native,2472.0,False,,
Historical (pre-2019),2018,,American Elm,,1106 Lane Ave.,Lane Ave.,40.12361,-75.5233,2.0,Good,Alive,,,Native,2474.0,False,,
Historical (pre-2019),2018,,American Elm,,,,40.12137,-75.5212,2.0,Good,Alive,,,Native,2482.0,False,,
Historical (pre-2019),2018,,Dwarf Sugar Maple,,403 Anderson Ave.,Anderson Ave.,40.12229,-75.52138,2.0,Good,Alive,,,Native,2475.0,False,,
Historical (pre-2019),2018,,Dwarf Sugar Maple,,403 Anderson Ave.,Anderson Ave.,40.12236,-75.52156,2.0,Good,Alive,,,Native,2476.0,False,,
Historical (pre-2019),2018,,Dwarf Sugar Maple,,401 Anderson Ave.,Anderson Ave.,40.12219,-75.52113,2.0,Good,Alive,,,Native,2477.0,False,,
Historical (pre-2019),2018,,London Plane,,Reeves Park,,40.12837,-75.51316,2.0,Good,Alive,,,Ornamental,2480.0,False,,
Historical (pre-2019),2018,,London Plane,,Reeves Park,,40.12813,-75.51275,2.0,Good,Alive,,,Ornamental,2481.0,False,,
Historical (pre-2019),2018,,Red Maple,,406 Anderson Ave.,Anderson Ave.,40.12226,-75.52166,1.0,Good,Alive,,,Native,2464.0,False,,
Historical (pre-2019),2018,,Red Maple,,400 Anderson Ave,Anderson Ave.,40.12208,-75.52119,1.0,Good,Alive,,,Native,2462.0,False,,
Historical (pre-2019),2018,,Red Maple,,1201 Tyler,Tyler,40.12342,-75.52487,2.0,Good,Alive,,,Native,2469.0,False,,
Historical (pre-2019),2018,,Red Maple,,1211 Monroe,Monroe,40.12323,-75.52678,2.0,Good,Alive,,,Native,2471.0,False,,
Historical (pre-2019),2018,,Red Maple,,504 City Line Ave.,City Line Ave.,40.12267,-75.52509,2.0,Good,Alive,,,Native,2467.0,False,,
Historical (pre-2019),2018,,Redbud,,403 Anderson Ave.,Anderson Ave.,40.12233,-75.52148,2.0,Good,Alive,,,Native,2478.0,False,,
Historical (pre-2019),2018,,Redbud,,401 Anderson Ave.,Anderson Ave.,40.12223,-75.52124,2.0,Good,Alive,,,Native,2479.0,False,,
Historical (pre-2019),2018,,Redbud,,152 Gay St,Gay St,40.12999,-75.518,2.0,Good,Alive,,,Native,2484.0,False,,
Historical (pre-2019),2018,,Sugar Maple,,1216 Tyler,Tyler,40.12255,-75.52648,2.0,Good,Alive,,,Native,2470.0,False,,
Historical (pre-2019),2018,,Sugar Maple,,297 City Line Ave.,City Line Ave.,40.12125,-75.52111,2.0,Good,Alive,,,Native,2483.0,False,,
Historical (pre-2019),2018,,Tulip Poplar,,Morris Park,,40.12424,-75.5188,2.0,Good,Alive,,,Native,2485.0,False,,
Historical (pre-2019),2018,,Yellowwood,,404 Anderson Ave.,Anderson Ave.,40.12221,-75.5215,2.0,Good,Alive,,,Native,2463.0,False,,
Historical (pre-2019),2018,,Yellowwood,,505 Anderson Ave.,Anderson Ave.,40.12355,-75.52455,2.0,Good,Alive,,,Native,2465.0,False,,
Historical (pre-2019),2018,,Yellowwood,,502 City Lane Ave.,City Line Ave.,40.12258,-75.52487,2.0,Good,Alive,,,Native,2466.0,False,,
Historical (pre-2019),2018,,Yellowwood,,506 City Line Ave.,City Line Ave.,40.12275,-75.52529,2.0,Good,Alive,,,Native,2468.0,False,,
Historical (pre-2019),2018,,Yellowwood,,1108 Lane Ave.,Lane Ave.,40.12339,-75.52355,2.0,Good,Alive,,,Native,2473.0,False,,
Fall 2021 - Contract,2021,Fall,266 Keep,,266 keep,,40.1249632,-75.5193675,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,American Hophornbeam,S,208 Morris,,40.125725381228,-75.521311218677,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,American Hornbeam,S,300 Morris,,40.124605037544875,-75.51916822783726,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Amur Maackia,S,220 Morris,,40.125499781507,-75.520741919814,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Autumn Brilliance Serviceberry,S,258 Morris,,40.1251162602625,-75.51978839450899,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Exclamation London Plane,M,417 Gay,,40.127458500996,-75.516971719972,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Exclamation London Plane,M,240 Dayton,,40.140946311301,-75.51440907190675,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Exclamation London Plane,M,266 Grant,,40.141502425504406,-75.5172994006858,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Hackberry,M,414 Carlisle,,40.1211572300945,-75.5235948499025,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Hot Wings Maple,S,300 Morris,,40.124605037544875,-75.51916822783726,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Hot Wings Maple - Keep,S,256 Morris,,40.125192827953335,-75.51996184402533,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Japanese Tree Lilac,S,204 Church,,40.132764100378,-75.516295780242,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Japanese Tree Lilac,S,321 Dayton,,40.141714279888504,-75.5145988381655,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Japanese Tree Lilac,S,413 Dayton,,40.142427376970666,-75.514960713147,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Kentucky Coffee,M,400 Dayton,,40.142147086843,-75.514944977542,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Magyar Ginkgo,M,508 Bridge,,40.130349338478666,-75.52246977234734,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Paperbark Maple,S,508 Bridge,,40.130349338478666,-75.52246977234734,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Paperbark Maple,S,31 Bridge,,40.13463141346,-75.510685397123,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Point 55,S,413 Dayton,,40.142427376970666,-75.514960713147,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Pyramidal Hornbeam,M,118 Dayton,,40.13925351787267,-75.51351373966,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Red Maple,M,419 Gay,,40.127373518720006,-75.5168988357025,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Red Maple,M,402 Dayton,,40.14227636490933,-75.51500863534133,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Red Maple,M,122 Dayton,,40.1395021657535,-75.51364529553351,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Redbud,S,300 Morris,,40.124605037544875,-75.51916822783726,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Redbud,S,258 Morris,,40.1251162602625,-75.51978839450899,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Redbud,S,222 Morris,,40.125438766904495,-75.52058165782549,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Redbud,S,204 Morris,,40.125816424704,-75.521557526733,,,Alive,,,,,False,,
Fall 2021 - Contract,2021,Fall,Winter King Hawthorn,S,321 Dayton,,40.141714279888504,-75.5145988381655,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,American Linden,,Reeves Park,,40.1279794,-75.5130315,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,Black Cherry,,Reeves Park,,40.1279691,-75.5132274,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,Buckeye,,Reeves Park,,40.1284883,-75.5120152,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,Hackberry,L/M,Friendship Field,,40.1419308,-75.5179872,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,Hackberry,,Friendship Field,,40.1419508,-75.5178832,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,Hawthorn,S,St Mary's Cemetery,,40.1406325,-75.51569,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,Hawthorn,S,St Mary's Cemetery,,40.1406417,-75.5156216,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,Hawthorn,,St Marys,,40.1415551,-75.5163608,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,Hawthorn,,St Marys,,40.1414419,-75.5163044,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,Hawthorn,,St Marys,,40.1413193,-75.5162368,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,Hornbeam,S,337 Morgan,,40.1307607,-75.5195236,,,Alive,,,,,False,,Needs sidewalk cutout
Fall 2021 - PHS Bare Root,2021,Fall,Hornbeam,S,238 Hall,,40.1319488,-75.5171679,,,Alive,,,,,False,,Needs sidewalk cutout
Fall 2021 - PHS Bare Root,2021,Fall,Hornbeam,S,236 Hall,,40.1319536,-75.5170687,,,Alive,,,,,False,,Needs sidewalk cutout
Fall 2021 - PHS Bare Root,2021,Fall,Hornbeam,S,234 Hall,,40.1319796,-75.5168635,,,Alive,,,,,False,,Needs sidewalk cutout
Fall 2021 - PHS Bare Root,2021,Fall,Hornbeam,S,Historic Society,,40.1327693,-75.5162318,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,Hornbeam,,101 Dayton St,,40.1390947,-75.5133168,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,Hornbeam,,101 Dayton St,,40.1391296,-75.5133382,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,Mountain-Ash,,Reeves Park,,40.1286437,-75.5131898,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,Red Maple,S/M,472 Grant,,40.1401007,-75.5220607,,,Alive,,,,,False,,requested planting
Fall 2021 - PHS Bare Root,2021,Fall,Red Maple,,266 Grant St,,40.1415125,-75.5171868,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,Tilia,M/L,235 City Line,,40.1198508,-75.5179048,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,Yellowwood,,266 Grant St,,40.1414289,-75.5174699,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,Yellowwood,,266 Grant St,,40.1414566,-75.5173679,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,Yellowwood,M,Reeves Park,,40.1279235,-75.5135342,,,Alive,,,,,False,,
Fall 2021 - PHS Bare Root,2021,Fall,Yellowwood,,126 Dayton St,,40.1396422,-75.5137124,,,Alive,,,,,False,,
Spring 2021,2021,Spring,Amelanchier - Serviceberry,,1001 Gay St,,40.1219048653778,-75.518005826392,,,Alive,,,,,False,,
Spring 2021,2021,Spring,Amelanchier - Serviceberry,,1001 Gay St,,40.1219048653778,-75.518005826392,,,Alive,,,,,False,,
Spring 2021,2021,Spring,Amelanchier - Serviceberry,,1001 Gay St,,40.1219048653778,-75.518005826392,,,Alive,,,,,False,,
Spring 2021,2021,Spring,Amelanchier - Serviceberry,,1001 Gay St,,40.1219048653778,-75.518005826392,,,Alive,,,,,False,,
Spring 2021,2021,Spring,Hornbeam,,300 Fairview,,40.13825561137125,-75.52202579332737,,,Alive,,,,,False,,
Spring 2021,2021,Spring,Hornbeam,,300 Fairview,,40.13825561137125,-75.52202579332737,,,Alive,,,,,False,,
Spring 2021,2021,Spring,Hornbeam,,300 Fairview,,40.13825561137125,-75.52202579332737,,,Alive,,,,,False,,
Spring 2021,2021,Spring,Sugar Maple,,241 Virginia Ave,,40.12213132666516,-75.51779876224217,,,Alive,,,,,False,,
Spring 2021,2021,Spring,Sugar Maple,,241 Virginia Ave,,40.12213132666516,-75.51779876224217,,,Alive,,,,,False,,
Spring 2021,2021,Spring,Sugar Maple,,241 Virginia Ave,,40.12213132666516,-75.51779876224217,,,Alive,,,,,False,,
Fall 2022 - Contract,2022,Fall,Autumnalis Cherry,S,546 High St,,40.1373497,-75.5231769,,,Alive,,,,,False,,Notify 548 High St also
Fall 2022 - Contract,2022,Fall,Autumnalis Cherry,S,447 Emmett St,,40.1394923,-75.5209078,,,Alive,,,,,False,,Add whole row
Fall 2022 - Contract,2022,Fall,Autumnalis Cherry,S,568 High St,,40.1372649,-75.5237645,,,Alive,,,,,False,,
Fall 2022 - Contract,2022,Fall,Autumnalis Cherry,S,554 High St,,40.1373166,-75.5233717,,,Alive,,,,,False,,Notify 554 High St also
Fall 2022 - Contract,2022,Fall,Autumnalis Cherry,,534 High St,,40.1373751,-75.5228548,,,Alive,,,,,False,,
Fall 2022 - Contract,2022,Fall,Hawthorn,S,530 High St,,40.1373977,-75.5227453,,,Alive,,,,,False,,
Fall 2022 - Contract,2022,Fall,Hawthorn,S,538 High St,,40.1373664,-75.5229916,,,Alive,,,,,False,,
Fall 2022 - Contract,2022,Fall,Hawthorn,S,529 Rhoades St,,40.1385545,-75.5232294,,,Alive,,,,,False,,Upright form
Fall 2022 - Contract,2022,Fall,Hawthorn,S,564 High St,,40.1372774,-75.5236733,,,Alive,,,,,False,,Add whole row
Fall 2022 - Contract,2022,Fall,Hawthorn,,523 Gay St,,40.1262568,-75.5161935,,,Alive,,,,,False,,
Fall 2022 - Contract,2022,Fall,Honeylocust,M,152 Church St,,40.1330512,-75.5142329,,,Alive,,,,,False,,
Fall 2022 - Contract,2022,Fall,Honeylocust,,1215 Main St,,40.1190357,-75.5167446,,,Alive,,,,,False,,
Fall 2022 - Contract,2022,Fall,Honeylocust,,231 City Line Ave,,40.119709,-75.5176324,,,Alive,,,,,False,,
Fall 2022 - Contract,2022,Fall,Honeylocust,,235 City Line Ave,,40.1199046,-75.5179717,,,Alive,,,,,False,,
Fall 2022 - Contract,2022,Fall,Honeylocust,,1099 Gay St,,40.1203304,-75.5186853,,,Alive,,,,,False,,
Fall 2022 - Contract,2022,Fall,Hophornbeam,M,152 Church St,,40.1330419,-75.5143094,,,Alive,,,,,False,,
Fall 2022 - Contract,2022,Fall,Hophornbeam,M,300 High St,,40.1375704,-75.5157126,,,Alive,,,,,False,,Main St side
Fall 2022 - Contract,2022,Fall,Hophornbeam,M,300 High St,,40.137429,-75.5156992,,,Alive,,,,,False,,Main St side
Fall 2022 - Contract,2022,Fall,Hophornbeam,M,131 First Ave,,40.13024,-75.5130076,,,Alive,,,,,False,,B St side
Fall 2022 - Contract,2022,Fall,Hophornbeam,,241 City Line Ave,,40.1201878,-75.5184587,,,Alive,,,,,False,,
Fall 2022 - Contract,2022,Fall,Horsechestnut,M,148 Church St,,40.1330619,-75.5141315,,,Alive,,,,,False,,7-8 trees
Fall 2022 - Contract,2022,Fall,Horsechestnut,M,156 Church St,,40.1330142,-75.5144986,,,Alive,,,,,False,,
Fall 2022 - Contract,2022,Fall,Horsechestnut,M,1215 Main St,,40.118949,-75.5165991,,,Alive,,,,,False,,
Fall 2022 - Contract,2022,Fall,Horsechestnut,,1250 Main St,,40.1195838,-75.517405,,,Alive,,,,,False,,
Fall 2022 - Contract,2022,Fall,Yellowwood,M,300 High St,,40.1378519,-75.515722,,,Alive,,,,,False,,Main St side
Fall 2022 - Contract,2022,Fall,Yellowwood,M,131 First Ave,,40.1300185,-75.5129181,,,Alive,,,,,False,,B St side
Fall 2022 - Contract,2022,Fall,Yellowwood,M,148 Church St,,40.1330707,-75.5140371,,,Alive,,,,,False,,
Fall 2022 - Contract,2022,Fall,Yellowwood,M,156 Church St,,40.1330224,-75.5144181,,,Alive,,,,,False,,
Fall 2022 - Contract,2022,Fall,Yellowwood,M,300 High St,,40.1377129,-75.5157207,,,Alive,,,,,False,,Main St side
Fall 2022 - Contract,2022,Fall,Yellowwood,,1250 Main St,,40.1195448,-75.5173137,,,Alive,,,,,False,,
Fall 2022 - Volunteer,2022,Fall,Acer Saccharum,L,505 City Line Ave,,40.1229571,-75.5253687,,,Alive,,,,,False,,requested to pick species
Fall 2022 - Volunteer,2022,Fall,Acer Saccharum,L,505 City Line Ave,,40.1228607,-75.52513,,,Alive,,,,,False,,requested to pick species
Fall 2022 - Volunteer,2022,Fall,Acer Saccharum,L,1211 Harrison Ave.,,40.143891,-75.5185437,,,Alive,,,,,False,,request for replacement of removal
Fall 2022 - Volunteer,2022,Fall,Acer Saccharum,L,Rez Park,,40.1450348,-75.5199143,,,Alive,,,,,False,,hole 18 fairway
Fall 2022 - Volunteer,2022,Fall,Acer Saccharum,M,,,40.1284003,-75.5135853,,,Alive,,,,,False,,
Fall 2022 - Volunteer,2022,Fall,Acer Saccharum,L,,,40.1287352,-75.5119893,,,Alive,,,,,False,,
Fall 2022 - Volunteer,2022,Fall,Amelanchier Laevis,S,338 Washington Ave,,40.1295805,-75.5195015,,,Alive,,,,,False,,serviceberry requested
Fall 2022 - Volunteer,2022,Fall,Amelanchier Laevis,S,338 Washington,,40.1293201,-75.5194553,,,Alive,,,,,False,,serviceberry requested
Fall 2022 - Volunteer,2022,Fall,Amelanchier Laevis,S,338 Washington,,40.1292278,-75.5194271,,,Alive,,,,,False,,serviceberry requested
Fall 2022 - Volunteer,2022,Fall,Amelanchier Laevis,S,344 Church St,,40.1324182,-75.5198515,,,Alive,,,,,False,,request for replacement of removal
Fall 2022 - Volunteer,2022,Fall,Carpinus Caroliniana,S,1101 Gay St,,40.1209264,-75.5182097,,,Alive,,,,,False,,replace dead tree
Fall 2022 - Volunteer,2022,Fall,Carpinus Caroliniana,S,Reeves Park,,40.1291255,-75.5111515,,,Alive,,,,,False,,replace dead tree
Fall 2022 - Volunteer,2022,Fall,Celtis Occidentalis,L,Reeves Park,,40.1285366,-75.5125181,,,Alive,,,,,False,,
Fall 2022 - Volunteer,2022,Fall,Cladastris Kentukea,S,237 Fourth Ave,,40.1263946,-75.5153296,,,Alive,,,,,False,,"Remove dead tree (~9"" lilactree)"
Fall 2022 - Volunteer,2022,Fall,Cladastris Kentukea,M,213 Morris,,40.1257681,-75.5211905,,,Alive,,,,,False,,sidewalk cutout needed
Fall 2022 - Volunteer,2022,Fall,Cladastris Kentukea,M,229 Anderson,,40.1206518,-75.5172238,,,Alive,,,,,False,,
Fall 2022 - Volunteer,2022,Fall,Cladastris Kentukea,M,820 Gay St,,40.1233538,-75.5173008,,,Alive,,,,,False,,contract or volunteer?
Fall 2022 - Volunteer,2022,Fall,Cladastris Kentukea,M,816 Gay St,,40.1235551,-75.5171648,,,Alive,,,,,False,,replace removal
Fall 2022 - Volunteer,2022,Fall,Cladastris Kentukea,S,Reeves Park,,40.1290895,-75.5113969,,,Alive,,,,,False,,replace dead tree
Fall 2022 - Volunteer,2022,Fall,Cladastris Kentukea,M,508 Bridge St,,40.1304715,-75.5224876,,,Alive,,,,,False,,replace dead tree
Fall 2022 - Volunteer,2022,Fall,Cladastris Kentukea,M,619 Gay St,,40.1254821,-75.5162866,,,Alive,,,,,False,,
Fall 2022 - Volunteer,2022,Fall,Cladastris Kentukea,M,611 Gay St,,40.1256892,-75.5163563,,,Alive,,,,,False,,replace dead tree
Fall 2022 - Volunteer,2022,Fall,Cladastris Kentukea,M,423 Virginia Ave,,40.1238198,-75.5222211,,,Alive,,,,,False,,replace large oak removal
